event_group_id,origin_time_utc,location_name,latitude,longitude,initial_magnitude,max_magnitude,initial_depth_km,final_depth_km,coastal_proximity_index,first_bulletin_delay_min,final_bulletin_delay_min,bulletin_count,max_bulletin_number,danger_tier,danger_label,target_alert_level,confirmed_threat_flag,potential_threat_flag,no_threat_flag,sea_level_confirmed_flag,observed_max_wave_m,wave_height_source,has_threat_assessment,training_weight,noaa_event_id,noaa_eq_magnitude,noaa_eq_depth_km,noaa_max_event_runup_m,noaa_tsunami_intensity,noaa_deaths_total,noaa_num_runup,noaa_event_validity,noaa_country,noaa_region,noaa_cause,noaa_url,noaa_match_minutes,noaa_match_km,usgs_event_id,usgs_magnitude,usgs_depth_km,usgs_tsunami_flag,usgs_significance,usgs_mmi,usgs_felt,usgs_status,usgs_place,usgs_url,usgs_match_minutes,usgs_match_km,data_source,is_synthetic,external_wave_proxy_m,external_deaths_total,time_split
synthetic_confirmed_threat_0026,2014-02-04T04:19:33.733090+00:00,"Southwest of Sumatra, Indonesia",-5.69,101.56,6.5,6.5,2.577573627513199,13.337548421172968,0.5139955489827763,398.00603956499566,413.8373507466015,1,1,2,confirmed_threat,4,True,False,True,False,,imputed,True,4.5,,,,,,,,,,,,,,,us6000dg70,6.325655437501626,33.21893842131291,0.0,581.8363471532989,4.340510709623271,1.0,reviewed,"219 km SSW of Bengkulu, Indonesia",https://earthquake.usgs.gov/earthquakes/eventpage/us6000dg70,0.0129333333333333,9.91502804525168,synthetic_bootstrap,1,,,train
synthetic_confirmed_threat_0027,2012-08-31T19:46:35.033398+00:00,Off West Coast of Northern Sumatra,2.33,93.04,8.213409113726057,8.346529891161456,15.762482811426612,19.223089200028035,0.7511644697191668,10.003014446873378,625.3188923019137,4,4,2,confirmed_threat,4,True,False,False,False,0.8566086377503564,synthetic_bootstrap,True,4.5,5449.0,8.6,20.0,1.0371721966399927,,10.0,25.0,Definite Tsunami,INDONESIA,Indian Ocean (including W. Australia and W. Indonesia),Earthquake,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5449,0.6116666666666667,2.5770531488765624,official20120411083836720_20,8.646187713493482,53.071465725275395,0.0,2057.2517064771314,6.558867637826978,3311.0,reviewed,2012 Wharton Basin Earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/official20120411083836720_20,0.612,2.5770531488765624,synthetic_bootstrap,1,1.084013002412147,10.0,train
synthetic_confirmed_threat_0028,2016-08-21T16:13:30.461171+00:00,"Aru Islands Region, Indonesia",-5.51,133.81,6.670766771067908,6.670766771067908,34.04197346608641,24.86802694668757,0.46323837275230323,431.63966334068994,442.13951747611117,1,1,2,confirmed_threat,4,True,False,True,False,,imputed,False,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_confirmed_threat_0029,2014-04-08T13:17:06.673342+00:00,Northern Peru,-5.78,-75.15,7.910158294218418,7.910158294218418,104.28172994488529,106.17303335365983,0.3674836049953483,433.81409560572297,451.296988967738,1,1,2,confirmed_threat,4,True,True,True,False,,imputed,True,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_confirmed_threat_0030,2014-09-21T18:37:19.601283+00:00,"Southwest of Sumatra, Indonesia",-5.16,94.05,8.429326276262431,8.429326276262431,5.328373000666866,23.91224048477932,0.5032719522031354,446.51746036193975,598.8000624557109,4,4,2,confirmed_threat,4,True,False,True,False,0.12988565018807202,synthetic_bootstrap,True,4.5,5598.0,7.8,24.0,0.155256881475195,,,13.0,Definite Tsunami,INDONESIA,Indian Ocean (including W. Australia and W. Indonesia),Earthquake,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5598,0.1183333333333333,38.68800456679281,us10004u1y,7.801540132155563,28.648611408798875,0.0,929.1231478383376,2.9156743797567475,31.0,reviewed,"southwest of Sumatra, Indonesia",https://earthquake.usgs.gov/earthquakes/eventpage/us10004u1y,0.1185,38.6724762332463,synthetic_bootstrap,1,0.19956378582888695,,train
synthetic_potential_threat_0000,2012-12-18T22:50:47.091109+00:00,"RatIslands,AleutianIslands",51.95,178.43,8.004104634375107,8.004104634375107,116.35072770743999,99.5220317997592,0.32800060315086055,10.747236442917657,46.04546105372789,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0001,2014-04-28T03:33:27.610001+00:00,SoutheastofLoyaltyIslands,-21.36,170.35,6.6229369411852765,6.743236157986194,107.0972493198036,83.47565619271293,0.3402119403011423,0.5,24.147489507999204,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0002,2013-04-08T03:20:12.790968+00:00,"NewIrelandRegion,P.N.G.",-3.94,153.97,6.5,6.572631558260923,367.637091359212,420.9961935701919,0.40597627392317714,39.014663416396935,39.014663416396935,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0003,2014-11-21T22:34:46.482260+00:00,Near Coast of Central Chile,-31.21,-71.56,6.5,6.5,88.22124650194274,40.89260030703842,0.7240176375128158,412.185912684308,467.16822082714197,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0004,2014-07-04T05:10:13.436431+00:00,"Bonin Islands, Japan Region",27.79,140.46,7.910447504671889,7.910447504671889,664.8820597395003,696.5323929414685,0.3531129882052542,414.2176778623704,423.9219246356945,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0005,2015-06-24T02:24:32.611256+00:00,Near Coast of N. California,40.94,-124.89,6.569019108404832,6.569019108404832,16.26538018788062,43.99474264136394,0.6947223929982983,63.62069329681478,63.62069329681478,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0006,2014-12-26T12:48:31.663192+00:00,CostaRica,10.12,-84.81,7.923956258620718,8.068837683960233,6.4091003560919475,1.0,0.3354998496088491,30.81953057811348,35.998760656685704,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0007,2014-03-17T03:06:18.732382+00:00,BandaSea,-6.89,128.47,6.758308982333382,6.767388939102315,62.58381052360686,84.51235417629076,0.5814316918844601,8.489619568179261,8.489619568179261,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,usb000l8mb,6.411530626930991,25.272271052744046,0.0,632.9504930236044,6.413424668240068,3.0,reviewed,"224 km NE of Lospalos, Timor Leste",https://earthquake.usgs.gov/earthquakes/eventpage/usb000l8mb,0.2253333333333333,18.231608111527574,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0008,2012-11-16T22:47:35.045857+00:00,Colombia,1.91,-76.61,7.119933350248723,7.119933350248723,200.2732107811232,198.83692647544822,0.3828130743444756,24.09041466052038,24.09041466052038,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0009,2012-09-17T22:35:16.395144+00:00,"Guerrero,Mexico",17.5,-100.94,7.117780174384579,7.147065036154874,1.0,5.0673982659238,0.37946502832987916,46.71395702250821,46.71395702250821,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0010,2013-02-08T14:33:42.671304+00:00,"New Britain Region, P.N.G.",-6.12,148.2,6.552855750831818,6.552855750831818,47.663076679226464,82.44859938303776,0.4103068526401892,478.5929517956415,478.5929517956415,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0011,2015-04-05T02:59:39.114877+00:00,"New Britain Region, P.N.G.",-4.76,152.6,7.198566228327005,7.198566228327005,75.22193379888682,73.70353280639216,0.39905523247820385,403.87291226468045,446.84822120103104,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0012,2013-01-16T01:57:08.488156+00:00,Southern East Pacific Rise,-32.17,-110.85,6.909590779299057,6.909590779299057,12.928590806913537,27.60017096995426,0.3713094493797895,427.84735848947497,438.795945722477,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0013,2014-05-11T11:37:04.428771+00:00,"KermadecIslands,NewZealand",-29.62,-177.23,6.739965447760594,6.774770890562401,106.81029146315414,66.01239925168059,0.3417391984052026,24.037290533289728,24.037290533289728,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0014,2014-03-26T08:29:09.087639+00:00,"E.CarolineIslands,Micronesia",6.38,144.93,6.501899714192732,6.501899714192732,1.0,2.364530666222435,0.4082306046205504,26.562612535969176,44.35299085235307,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,usb000qngw,6.285147812232439,14.345718612391927,0.0,595.4045160487353,4.067116186701463,,reviewed,"State of Yap, Federated States of Micronesia",https://earthquake.usgs.gov/earthquakes/eventpage/usb000qngw,0.574,5.206198649290434,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0015,2013-07-13T21:05:37.444242+00:00,SouthIndianOcean,-9.88,91.01,6.5,6.5,71.1123078977395,5.998931409731903,0.4038551506878761,10.378522520260558,10.378522520260558,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,usc000rfh2,6.584246267076716,13.318420953146695,0.0,657.069632306505,-0.004643950665198764,,reviewed,South Indian Ocean,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rfh2,0.0025,28.46622756859558,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0016,2014-11-11T02:30:14.183769+00:00,NearCoastofNicaragua,11.09,-86.48,7.026586390939597,7.080088324647705,150.22124406577615,46.96240417917891,0.33486918089538575,139.430934617474,139.430934617474,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
synthetic_potential_threat_0017,2013-01-05T22:19:56.130726+00:00,NearEastCoastofKamchatka,54.92,162.05,6.50602554744418,6.537034936536948,82.85750397207951,76.27718939692879,0.3666672974549757,17.402845066259907,49.947483138591004,1,1,1,potential_threat,2,False,True,False,False,,imputed,False,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic_bootstrap,1,,,train
